Oxford,Hartford,The Friendly Ewe,"344 Sumner Rd, Hartford, Maine",thefriendlyewe@gmail.com,(218) 349-4076,,,,No dairy until spring,,,,,,,"44.324829, -70.360088",,,,,,,,,,,
Oxford,Hebron,Meadow Ridge Perennial and Cut Flower Farm,"316 Back Street, Hebron, Maine",cindy@meadowridgeperennials.com,(207) 577-1612,,,,,,,,,,,"44.216378, -70.412477",,,,,,,,,,,
Oxford,Hebron,Troika Drafts,"955 Buckfield, Hebron, Maine",troika@megalink.net,(207) 966-2280,,,Eggs,,"spring, summer, and fall vegetables",,"flowers, sunflowers",,,,"44.229119, -70.338966",,,,,,,,,,,
Oxford,Hebron and Lewiston,Cabane A Sucre Bregeron,"431 Merrill Hill Rd, Hebron, Maine",jbergeron@infabrefractories.com,(207) 576-3003,,,,,,,,,Maple Syrup Quarts and Pints,,"44.162096, -70.391701",,,,,,,,,,,
Oxford,Lovell,AppleSeed Farm,"7 Sabattus Rd, Lovell, Maine",AppleSeedFarm@fairpoint.net,(207) 256-0104,,,,Goat Milk,,,,,,,"44.185018, -70.888056",,,,,,,,,,,
Oxford,Oxford,Oxbow Brewing Company,"420 Main St, Oxford, Maine",rebecca@oxbowbeer.com,(207) 539-5178,,,Fat Beaver Farm Chicken Eggs,Spring Day Creamery Cheese,"Varies weekly: lettuce, greens, scallions, radishes, scallions, beet greens",Varies weekly,Meadow Ridge Farm Perennials,Maine Grains,,"Sourdough bread, frozen pizza, Tomato sauce, fermented hot sauce, ice cream, cultured butter, beer mustard","44.130843, -70.460940",,,,,,,,,,,
Oxford,Paris,Bumpus Farm LLC,"486 East Oxford Rd, Paris, Maine",Ahaslett@gmail.com,(207) 333-7903,"Beef, pork, and chicken",,,,,,,Poulin grain,Maple syrup,,"44.196186, -70.475144",,,,,,,,,,,
Oxford,Peru,Clay Hill Farm,"236 Valley Road, Peru, Maine",stanhaynes07@gmail.com,(207) 576-6451,All cuts and by the side,,,,,,,,,,"44.504003, -70.418007",,,,,,,,,,,
Oxford,Porter,Moonset Farm,"756 Spec Pond Rd, Porter, Maine",moonsetfarm@gmail.com,(207) 625-7733,,,,lamb and pork,,,flowers,,,,"43.853742, -70.917250",,,,,,,,,,,
Oxford,Rumford,Jade's HomeGrown at the Thurston Farm,"61 Route 232, Rumford, Maine",pinecreekshowcattle@yahoo.com,(315) 256-2923,"All Natural Pasture Raised Beef, Chicken and Pork",,,Butter,"Tomatoes, peppers, squash, beans, cucumbers, greens, pumpkins etc.- available seasonally",Strawberries- available seasonally,,We are an Aroostook Milling Co. grain dealer,"Maple Syrup, Maple Sauces","Organically Sourced Meat Seasoning- Rubs and Spices, Maple sauces","44.493754, -70.671718",,,,,,,,,,,
Oxford,Rumford,"No View Farm, Inn & Bakery","855 S Rumford Rd, Rumford, Maine",annettemarin@yahoo.com,(207) 507-1510,,,Eggs,,Various frozen,,,,Maple Syrup,"Comfort foods for 4, Organic Local Based, Bread, Desserts, Jelly, Jams & Pickles","44.482833, -70.638332",,,,,,,,,,,
Oxford,Stow,Gould Acres Farm,483 Union Hill Rd,info@gouldacresfarm.com,(207) 514-7397,Whole chicken and turkey (Seasonally),,Chicken eggs,,"Tomatoes,cukes,lettuce,squash,green beans,peas,garlic,corn. Basil,cilantro,dill",,,,,,,,,,,,,,,,,
Oxford,Sumner,A Wrinkle in Thyme Farm,"106 Black Mountain Road, Sumner, Maine",thymefarm321@gmail.com,(207) 212-4058,lamb,,,,,,,,maple syrup,,"44.397110, -70.449631",,,,,,,,,,,
Oxford,Sumner,,,,,,,,,,,,,"Maple syrup, maple cream, wholesale and retail",,"44.355591, -70.386001",,,,,,,,,,,
Oxford,Waterford,Colonial Hill Farm & Sugar Shack,"201 Mill Hill Rd, Waterford, Maine",colonialhillfarm@yahoo.com,(207) 583-2318,,,,,,,,,,,"44.167672, -70.698423",,,,,,,,,,,
Oxford,Waterford,"Thunder Hill Farm, LLC","42 Bell Road, Waterford, Maine",Dbell.thf@gmail.com,(207) 462-2686,"Grass fed beef, pork, chicken",,Fresh chicken,,Seasonal,,,,,Chili,"44.163429, -70.759864",,,,,,,,,,,
Oxford,West Paris,Cooper Farms,"27 Bethel Rd, West Paris, Maine",Cooperfarms@ymail.com,(207) 674-2200,Beef and Pork,,Farm fresh,,All types of produce,Apples,"Seedlings, hanging baskets",,Maple syrup,"Pies, bakery","44.290645, -70.527921",,,,,,,,,,,
Oxford,West Paris,PeaVee's Delights,"11 Kittridge Brook Rd. West Paris, Maine",verrill@gmail.com,(207) 674-5903,,,,,"Mixed vegetables, herbs and flowers","Blueberries, raspberries, peaches, apples, pears, strawberries and melons",Flowers,,,,"44.3414607, -70.499367",,,,,,,,,,,
Oxford,Woodstock (Bryant Pond),Woodstock Asparagus Farm,"511 Farnum Road, Woodstock (Bryant Pond), Maine",grahaml@sad44.org,(207) 369-0792,,,,,asparagus,,,,,,"44.433586, -70.591312",,,,,,,,,,,
Penobscot,Argyle,His and Hers Farm and Bakehouse,"2901 Edinburg Rd., Argyle, Maine",handhfarmandbakehouse@gmail.com,(207) 852-3931,,,Eggs,,,,,,,"Breads, pies, cookies, pastries","45.061943, -68.671015",,,,,,,,,,,
Penobscot,Bangor,Star Farm,"70 Wing St, Bangor, Maine",starfarmstudios@gmail.com,(207) 404-6369,,,,,seedlings,"strawberry, raspberry plants","annuals, perennials",,,,"44.798250, -68.787111",,,,,,,,,,,
Penobscot,Bradford,Cedar Run Farm,"282 Main Road, Bradford, Maine",lw454ac@aol.com,(207) 356-5577,Beef & Pork,,,,,,,,,,"45.056745, -68.931102",,,,,,,,,,,
Penobscot,Brewer,4 Chix and a Hen House Farm,"695 Eastern Ave, Brewer Maine",4chixfarm@gmail.com,(623) 377-2035,,,Free Range,,"Picklers, slicing cucumbers, green beans, zucchini, wax beans, four types of tomatoes, pumpkins, brussel sprouts, cabbage, bell peppers, multiple types of hot peppers, multiple types gouache in a plant's. More to follow",,,,,,"44.782364, -68.706584",,,,,,,,,,,
Penobscot,Carmel,Clara's Creamery,"43 Marcho Road, Carmel, Maine",info@clarascreamery.com,(207) 852-4589,,,,,,,,,,,"44.753932, -69.072339",,,,,,,,,,,
Penobscot,Charleston,Sweetpeas Farm,"71 Garland Road, Charleston, Maine",sweetpeasfarm3@gmail.com,(207) 965-5028,"Eggs from chickens, ducks, geese and soon turkeys too. Meat birds available starting in July.",,"Chickens, ducks, geese and soon turkeys.",,"Garden variety vegetables and seedlings. (tomato, cucumbers, zucchini, corn, peppers and more)",Apples,,,,,"45.065487, -69.073260",,,,,,,,,,,
Penobscot,Corinna,Bemis Family Farm,"102 Merrill Rd, Corinna, Maine",bemisfamilyfarm@gmail.com,(207) 924-4123,,,,,,,,,,"Syrup, Cream, jelly, sugar, fudge and candy","44.986123, -69.270754",,,,,,,,,,,
Penobscot,Corinna,Casa Cattle Company,"141 Nokomis Rd, Corinna, Maine",Casacattle@live.com,(207) 249-2191,,,,,,,,,,,"44.909522, -69.284075",,,,,,,,,,,
Penobscot,Dixmont,BrightBerry Farm,"4262 Kennebec Rd, Dixmont, Maine",farm@brightberryfarm.com,(207) 234-4225,,,,,,"U-Pick high-bush blueberries, red raspberries, July & August",,,,,"44.675145, -69.078999",,,,,,,,,,,
Penobscot,Dixmont,Fresh Eggs Daily,"739 Moosehead Trail, Dixmont, Maine",fresheggsdaily@gmail.com,,,,"Author sharing advice on raising backyard chickens, ducks and geese. Books for sale as well.",,,,,,,,"44.697662, -69.161461",,,,,,,,,,,
Penobscot,Garland,Knight Family Farm,"30 Jones Road, Garland, Maine",colt.knight@maine.edu,(859) 327-0927,Pasture Raised Chicken and Duck,,,,,,,,,,"45.030601, -69.157085",,,,,,,,,,,
Penobscot,Greenbush,BlackJack Acres,"4 Pine Rd, Greenbush, Maine",blackjackacres3@gmail.com,,Rabbit & Goat,,,Goat Milk,Seasonal,Seasonal,,,Syrup & Candy,"Baked Goods , Seasonal Jams , Candy","45.049182, -68.657290",,,,,,,,,,,
Penobscot,Holden,Loud Dog Farm,"99 Copeland Hill Rd, Holden, Maine",Deargranola@gmail.com,(207) 408-8902,,,,Goat milk,"Herbs, produce",,,,,,"44.753022, -68.696077",,,,,,,,,,,
Penobscot,Howland,"Foxgreen Farm, LLC","527 N Howland Rd, Howland, Maine",FOXGREENGROUP@gmail.com,(207) 270-2993,,,,,"Seasonal, Mixed begin April 7",,,,,,"45.276354, -68.711502",,,,,,,,,,,
Penobscot,Hudson,Ellis' Greenhouse & Nursery,"218 Old Town Rd, Hudson, Maine",kellis@ellisnursery.com,(207) 327-4674,,,,,,,,,,,"44.998855, -68.865592",,,,,,,,,,,
Penobscot,Kenduskeag,Wise Acres Farm,"424 Townhouse Rd, Kenduskeag, Maine",wiseacresgarden@gmail.com,(207) 730-6214,,,,,certified organic mixed vegetables,strawberries and raspberries,,,,,"44.894333, -68.950798",,,,,,,,,,,
Penobscot,Levant,Treworgy Family Orchards,"3876 Union St, Levant, Maine",info@treworgyorchards.com,(207) 884-8354,,,,,,Apples/Strawberry/Blueberry/Raspberry,Cut your own,,,Pizza/Doughnuts/Ice Cream/Cider,"44.880140, -68.966224",,,,,,,,,,,
Penobscot,Newburgh,Maine’s Confetti Quail Farm,"Dysart’s Travel Stop Parking Lot (Interstate Exit 174), Newburgh, Maine",confettiquail@gmail.com,(603) 723-3320,,,,,,,,,,,"44.757026, -68.973349",,,,,,,,,,,
Penobscot,Newburgh,Ward Family Farm,"148 N County Rd, Newburgh, Maine",wardfamilyfarm1830@gmail.com,(207) 852-2927,Beef,,,,,,,,,,"44.757349, -68.968141",,,,,,,,,,,
Penobscot,Newport,Abraham's Creamery,"1000 Elm St, Newport, Maine",abrahams.gfc@gmail.com,(207) 368-2165,Goat,,,Goat dairy,,,,,,,"44.820984, -69.193931",,,,,,,,,,,
Penobscot,Old Town,J. Franklin Witter Teaching & Research Center,"160 University Farm Rd, Old Town, Maine",joshua.hatley@maine.edu,(207) 866-0083,"Pork, beef and poultry in the near future",,,,,,,,,,"44.917768, -68.664717",,,,,,,,,,,
Penobscot,Orono,Steamboat Shire,"Orono, Maine",steamboatshire@gmail.com,,,,"Hatching eggs available - Black Copper Marans chickens, Saxony ducks",,,,,,,,"44.883422, -68.672293",,,,,,,,,,,
Penobscot,Orrington,Ledgewood Gardens and Greenhouses,"563 Johnson Mill Road, Orrington, Maine",ledgewoodgardens@gmail.com,(207) 825-4707,,,,,"(plants) HUGE variety... broccoli, cucumbers, celery, eggplant, kale, lettuce, pumpkin, leeks onion, basil, parsley, thyme, sage, lavender, mint, cilantro, etc.","(plants) strawberries, peppers, tomatoes, etc.","(plants) Daisies, strawflowers, snapdragon, pansies, petunias, marigolds, geraniums, impatiens, dahlias, daylily, etc.",,,,"44.716398, -68.807798",,,,,,,,,,,
Penobscot,Passadumkeag,In The Village Farm & Garden,"47 Pleasant Street, Passadumkeag, Maine",jaime@midmaine.com,(207) 290-1338,"Chicken (whole and cut up), Pork, Beef",,,Goat Milk & Cheese,Mixed and early (have some greens/micros available March),"Apples, Pears, Plums, Berries",,Poulin Grain Dealer & Hay,,"Licensed Kitchen with breads, cakes, cookies, muffins, fudge","45.184816, -68.611836",,,,,,,,,,,
Penobscot,Patten,"Haymart, LLC","19 Mill St, Patten, Maine",kristenwittine@gmail.com,(207) 528-2058,,,,,"All Organic: Head Lettuce, Kale, Cherry Tomatoes, Beefsteak Tomatoes, Green Beans, Carrots, Beets",Organic Apples,,"Organic Soybean, Organic Winter Rye",,,"45.994123, -68.445292",,,,,,,,,,,
Penobscot,Prentiss,Tilton’s Heritage pastures,"388 , Molly Osgood Rd",albert.tilton@yahoo.com,(207) 889-2426,"Usda pork (sold per lb), Chicken, Turkey, Eggs",,Chicken,,Seasonal produce,,Cut flowers,,,,"45.5048420, -68.1218640",,,,,,,,,,,
Penobscot,Stacyville,Pelletier Farm,"3886 Grindstone Road, Stacyville, Maine",bpelletier60@hotmail.com,(207) 538-6961,,,,,,,,,,,"45.855063, -68.505084",,,,,,,,,,,
Penobscot,Stetson,Hippy Hunny Farm,"209 Stetson Rd, Stetson, Maine",bbuchstaber@gmail.com,(207) 296-2000,,,Chicken eggs,,"mixed greens, Tomato, Cucumbers, Beets,Peas, Summer Squash, Zucchini, Carrot, sweet and hot Peppers, Herbs: Rosemary, Sage, Parsley, Cilantro, Sweet Basil, Spicy Globe Basil, Dill,","Apples, Pears","Marigolds, Calendula ,Morning Glories, Sunflowers, Snap Dragons",,,,"44.905989, -69.147754",,,,,,,,,,,
Piscataquis,Atkinson,Jackson Regenerational Farm,"141 S Stagecoach Rd, Atkinson, Maine",Farm@jacksonregenerationalfarm.com,(207) 702-1707,"Regeneratively Pastured Chicken, Regeneratively Pastured Lamb, Regeneratively Pastured Pork",,Regeneratively Pastured Eggs,,,,,,,,"45.186256, -69.083057",,,,,,,,,,,
Piscataquis,Dover Foxcroft,Ripley Farm,"62 Merrills Mills Rd, Dover Foxcroft, Maine",ripleyfarm@gmail.com,(207) 564-0563,,,,,Certified organic mixed vegetables,,,,,,"45.107625, -69.205917",,,,,,,,,,,
Piscataquis,Dover foxcroft,Spruce Mill Farm & Kitchen,"920 West Main St, Dover foxcroft, Maine",Sprucemillfarm@gmail.com,(207) 564-0300,"Beef, pork",,,"Yogurt, cheese",,,,,,"Bread, pastries, meals to go","45.186303, -69.240343",,,,,,,,,,,
Piscataquis,Dover-Foxcroft,Bob's Sugarhouse,"252 East Main Street, Dover-Foxcroft, Maine",bob@mainemaplesyrup.com,(207) 564-2145,,,,,,,,,,Maple products..maine jams and jellies and rates mustard,"45.180351, -69.217914",,,,,,,,,,,
Piscataquis,Dover-Foxcroft,Heartstone Farm Meat Market,"1225 West Main St, Dover-Foxcroft, Maine",Dan@heartstonefarm.me,(207) 424-0063,"Grass fed beef, organic chicken",,,,,,,,,,"45.180437, -69.269700",,,,,,,,,,,
Piscataquis,Dover-Foxcroft,Living the Dream Farm,"172 Chandler Rd, Dover-Foxcroft, Maine",livingthedreamfarms@gmail.com,Alsina (207) 558-5780,,,,,"Variety of microgreens, seasonal vegetables",,,,,,"45.218517, -69.279847",,,,,,,,,,,
Piscataquis,Dover-Foxcroft,"Widdershins, LLC","843 Bear Hill Rd, Dover-Foxcroft, Maine",widdershins@myfairpoint.net,(207) 564-7926,"Beef, pork and lamb",,Chicken and duck eggs,"Raw Cow milk, yogurt and Mozzarella cheese",,,,,,,"45.157102, -69.206307",,,,,,,,,,,
Piscataquis,Greenville,Jameson’s Lobster LLC,"384 Pritham Ave, Greenville, Maine",mjameson32448@roadrunner.com,(207) 592-8542,,Lobster,,,,,,,,,"45.460269, -69.613378",,,,,,,,,,,
Piscataquis,Monson,Turning Page Farm Brewery,"842 N. Guilford Rd, Monson, Maine",joy@turningpagefarm.com,(207) 279-6142,pork sausage,,,cheese,,,,,,,"45.247573, -69.443213",,,,,,,,,,,
Piscataquis,Orneville Twp,Worcester's Wild Blueberries,"356 Lyford Road, Orneville Twp, Maine",lee.worcester@yahoo.com,(207) 943-8804,,,,,,Frozen blueberries: 5# $18.00 and10# $36.00,,,,"Blueberry products: jams, jelly, BBQ, syrup, salsa, vinaigrette and more","45.216056, -68.974056",,,,,,,,,,,
Piscataquis,Parkman,Harlow Pond Farm,"96 Harlow Pond Rd, Parkman, Maine",Harlowpondfarm@gmail.com,(207) 343-1247,"Pasture-raised Lamb, Mutton",,,,,,,,,,"45.149689, -69.390597",,,,,,,,,,,
Piscataquis,Sangerville,Marr Pond Farm,"471 Flanders Hill Rd, Sangerville, Maine",info@marrpondfarm.com,Courtney (207) 717-3571 or Ryan (207) 659-3519,,,,,"Parsnips, daikon radish (purple or white), small onions, rutabaga, cabbage, dry beans (beans require 1 weeks notice, they are not cleaned as of 3-18)",,,dry beans (see vegetable description),,,"45.150785, -69.309328",,,,,,,,,,,
Piscataquis,Sangerville,Nubik Ranch LLC,"473 East Sangerville Road, Sangerville, Maine",nubikranch@gmail.com,(207) 509-5494,,,Please check for availability,,,,,,"Raw Honey ( clover , blueberry, wildflower), Dark Robust Maple Syrup.",,"45.149430, -69.289024",,,,,,,,,,,
Sagadahoc,Bath,Downeast Dayboat,"26 Court St, Bath, Maine",togue@downeastdayboat.com,(207) 838-1490,,"scallops, crabmeat, haddock, monkfish, mussels, oysters, hake, lobstermeat",,,,,,,,,"43.911193, -69.821170",,,,,,,,,,,
Sagadahoc,Bath,Field of Greens Farm,"110 Varney Miill Road, Bath, Maine",thoerth@gmail.com,(207) 894-8444,,,Fresh Bantam Chicken Eggs,,"Kale, Collards, Beets, Swiss Chard, Garlic.",,,,,,"43.966081, -69.841212",,,,,,,,,,,
Sagadahoc,Bowdoin,Damon’s Organics,"21 Starbird Corner Rd, Bowdoin, Maine",Jessica@damonsorganics.com,,,,Organic Colorful Eggs,,Various; CSA,Highbush blueberries,Daffodils in April and May,,Occasionally pre-order maple syrup & maple candy,,"44.085136, -69.982666",,,,,,,,,,,
Sagadahoc,Bowdoin,Scratch Farm,"131 E Jim Rideout Rd, Bowdoin, Maine",scratchfarmme@gmail.com,(207) 595-2353,,,Eggs,,"butternut squash, cabbage, carrots, delicata squash, frozen edamame, frozen green beans, onions, dried peppermint, potatoes, salad greens",,,Cornmeal,,"bloody mary mix, blueberry jam, cabbage-carrot-onion kraut, hot sauce, fire cider, pickles, tea mixes, pickled beets, roasted tomato and garlic pasta sauce, salsa, strawberry jam, tomato soup, whole wheat pita bread","44.095915, -69.991656",,,,,,,,,,,
Sagadahoc,Bowdoinham,Apple Creek Farm,"538 Millay Road, Bowdoinham, Maine",info@applecreekfarm.me,(207) 948-3022,"Beef, chicken, goat & lamb",,Chicken,,,,,,,"Bone broth, beef hot dogs, beef pepperoni, chicken liver pate, turkey liver pate","44.049781, -69.914418",,,,,,,,,,,
Sagadahoc,Bowdoinham,Blue Bell Farm,"767 Carding Machine Rd., Bowdoinham, Maine",BlueBellFarmMaine@gmail.com,(207) 653-8300,,,,,"Spring: Salad greens, spinach, pea shoots, carrots, garlic Summer: Salad greens, head lettuce, Tomatoes, Cucumbers, Peppers, Kale, summer squash, scallions Fall: Salad greens, head lettuce, tomatoes, cucumbers, peppers, kale, winter squash, pie pumpkins, potatoes, garlic, scallions, and more!",,,dry black beans,,,"44.082022, -69.829845",,,,,,,,,,,
Sagadahoc,Bowdoinham,Bowdoinham Farmers' Market,"1 Main Street, Bowdoinham, Maine",bluebellfarmmaine@gmail.com,(207) 653-8300,"Beef, Lamb, Goat, Pig",,chicken,"Cow and Goat: Milk, cheese, yogurt",All types,seasonal berries,seasonal arrangements,dry beans,maple syrup,"sourdough bread, pastries","44.008422, -69.894879",,,,,,,,,,,
Sagadahoc,Bowdoinham,Dandelion Spring Farm,"961 Ridge Rd, Bowdoinham, Maine",Beth@DandelionSpringFarm.com,(207) 380-4199,Certified Organic Beef,,,,"Mixed greens, roots, and herbs",,,,,,"44.071575, -69.870055",,,,,,,,,,,
Sagadahoc,Bowdoinham,Left Field Farm,"496 Browns Point Road, Bowdoinham, Maine",sean@leftfieldmaine.com,(207) 607-0400,,,,,full range,,,,,,"44.008185, -69.838389",,,,,,,,,,,
Sagadahoc,Bowdoinham,Long Reach Oysters,"24 Main Street, Bowdoinham, Maine",longreachoysters@gmail.com,(307) 220-3616,,Oysters,,,,,,,,,"44.009562, -69.896684",,,,,,,,,,,
Sagadahoc,Bowdoinham,Maggie's Farm at Mulberry Creek,"589 White Rd, Bowdoinham, Maine",mulberrycreekcsa@gmail.com,(812) 489-1349,"100% grass-fed beef, lamb
Whole chicken",,Eggs,"Raw milk, cow & goat (as soon as kids wean)
Yogurt, cow & goat (ditto)
Soft cheeses
Ask about other",,,,,,"Soft cheeses, yogurts","44.071182, -69.854857",,,,,,,,,,,
Sagadahoc,Bowdoinham,Modern MoonShine,"18 River Rd, Bowdoinham, Maine",brooke.thompson@gordon.edu,(207) 837-0057,,,,,,,,,,,"44.008044, -69.897042",,,,,,,,,,,
Sagadahoc,Bowdoinham,Six River Farm,"52 Center Point Rd, Bowdoinham, Maine",sixriverfarm@gmail.com,(207) 666-8135,,,,,"Greens, Root Crops; Everything is pre-packed as Grab and Go items",,,,,,"44.006513, -69.854068",,,,,,,,,,,
Sagadahoc,Bowdoinham,Stonecipher Farm,"1186 River Rd, Bowdoinham, Maine",stonecipherfarm@gmail.com,(207) 737 4124,,,,,"carrot, parsnip, celeriac, beet, kohlrabu, turnip, rutabaga, radish, cabbage, onion, garlic, spinach, chard, kale",,,,,,"44.053035, -69.817537",,,,,,,,,,,
Sagadahoc,Georgetown,Eros Oyster,"145 Heald Rd., Georgetown, Maine",mike@erosoyster.com,(207) 751-7956,,oyster,,,,,,,,,"43.815550, -69.748362",,,,,,,,,,,
Sagadahoc,Phippsburg,Hahn's End,"Phippsburg, Maine",debrahahn@yahoo.com,,,,,Cheese from cow's milk,,,,,,,"43.820444, -69.815294",,,,,,,,,,,
Sagadahoc,Richmond,Pleasant Pond Orchard,"430 Brunswick Road, Richmond, Maine",info@pleasantpondorchard.com,(207) 737-4443,,,,,,"apples, pears, plums, peaches, blueberries, tart cherries, blackberries",,,,"Cider, Granola, baked goods","44.121853, -69.885892",,,,,,,,,,,
Sagadahoc,Richmond,Tender Soles Farm,"453 Main St, Richmond, Maine",tendersolesfarm@gmail.com,(207) 620-0030,,,,,"Organic Cabbage, potatoes",,,,,Kimchi,"44.094702, -69.840649",,,,,,,,,,,
Sagadahoc,Topsham,Cantrell Seafood,"235 Lewiston Rd, Topsham, Maine",info@cantrellseafood.com,(207) 725-7227,,,,,,,,,,,"43.946151, -69.984996",,,,,,,,,,,
Sagadahoc,Topsham,Fairwinds Farm,"332 Augusta Rd., Topsham, Maine",fairwindsfarm08@gmail.com,(207) 522-0246,,,,,"Root crops, Dry Beans, Popcorn, Greens",,,"Cornmeal, Whole Wheat Flour, Oat Flour, Rolled Oats",,,"43.968523, -69.961871",,,,,,,,,,,
Sagadahoc,Topsham,Whatley Farm,"3 Whatley Farm Rd., Topsham, Maine",whatleyfarm@gmail.com,(207) 751-0706,Pork,,Duck Eggs,,"Carrots, beets, onions, shallots",,,,,"Garlic scape pesto, salsas, frozen roasted peppers","43.967051, -69.934289",,,,,,,,,,,
Sagadahoc,West Bath,Swango Farm,"24 State Rd, West Bath, Maine",swango_jim@icloud.com,,,,,Cheeses,Homegrown Mixed Seasonal Veggies,Mixed Fruit,Home Grown,,,Locally sourced breads and snacks,"43.905137, -69.833731",,,,,,,,,,,
Sagadahoc,Woolwich,Hazel Rock Farm,"Woolwich, Maine",,,,,Duck and Chicken Eggs,,,,,,,,"43.917070, -69.801461",,,,,,,,,,,
Somerset,Athens,Eden Farm,"242 Brighton Road, Athens, Maine",Lovemoo11@gmail.com,(207) 399-8219,,,,"Goats milk, chocolate milk, chevre, ricotta",Produce in season,,,,,"Goats milk fudge, baked goods","44.960646, -69.679527",,,,,,,,,,,
Somerset,Athens,Sites Farm,"98 Joaquin Rd, Athens, Maine",lsites33@gmail.com,(207) 654-2063,Beef,,,,,"Strawberries, Highbush Blueberries, Raspberries",,,,,"44.921077, -69.597709",,,,,,,,,,,
Somerset,Cornville,Tupper & Friends Maple Syrup,"60 West Ridge Road, Cornville, Maine",TFMaple207@gmail.com,(207) 215-5493,,,,,,,,,"Maple syrup by the pint, quart, half gallon and gallon.",,"44.817934, -69.674468",,,,,,,,,,,
Somerset,Hartland,Karen's Kabin,"Hartland, Maine",blackbriar2006@yahoo.com,(207) 416-4043,,,Organic chicken eggs $3/dz,,,,,,,,"44.895546, -69.506280",,,,,,,,,,,
Somerset,Jackman,Sawyer's Maple Farm,"276 Long Pond Road, Jackman, Maine",kurt@sawyersmaple.com,(207) 668-6026,,,,,,,,,"Maple syrup, cotton candy, sugar, granola, BBQ Sauce, Mustard, rub, pepper & Garlic pepper and much more",,"45.632611, -70.181001",,,,,,,,,,,
Somerset,Kingfield,Running Wild Farm,"394 Main St, Kingfield, Maine",Info@runningwildfarm.com,(207) 491-2282,"Pork, Chicken",,Pasture eggs,,"Mixed vegetables, spices, pumpkin ptch",Apple peach raspberry,Mixed seasonal bouquets,,,,"44.965532, -70.163400",,,,,,,,,,,
Somerset,Madison,Hide and Go Peep Farm,"852 East Madison Rd, Madison, Maine",hideandgopeep@gmail.com,(207) 716-6441,,,,"Goat milk and cheese, Dairy CSA",Organically grown seasonal vegetables and herbs,"Organic berries, in season",,,,,"44.838531, -69.752119",,,,,,,,,,,
Somerset,New Portland,Cold Spring Ranch,"1 Reed Rd., New Portland, Maine",gabe.clark@coldspringranch.com,(207) 628-4272,"25lb box of 100% grass fed beef, 20lb box of pastured pork",,,,,,,,,,"44.944087, -70.060676",,,,,,,,,,,
Somerset,New Portland,Runamuk Acres Conservation Farm,"344 School Street, New Portland, Maine",runamukacres@gmail.com,(207) 628-2118,,,,,Fresh organic (not certified),,,,,Breads & baked goods,"44.921627, -70.027185",,,,,,,,,,,
Somerset,Palmyra,Eureka Farms,"220 Shy Road, Palmyra, Maine",info@Eurekafarmsmaine.com,(207) 944-2186,,,,,dry beans,,,,"Maple syrup, maple candy, maple sugar, maple pepper, maple flavored popcorn, maple cotton candy, maple cream",salsa (variety),"44.835057, -69.434984",,,,,,,,,,,
Somerset,Palmyra,Heritage Oak Farm,"1400 Main Street, Palmyra, Maine",Heritageoakfarmme@gmail.com,(321) 243-0903,"Grass fed beef, free range poultry, happy pork",,"Free range Barred Rock, Easter Egger",,,Apples,Wild Flowers,Heritage Grains,Local Maple,USDA processed beef.,"44.841485, -69.310904",,,,,,,,,,,
Somerset,Palmyra,Howling Goat Farm,"935 Main St, Palmyra, Maine",HowlingGoatFarm15@gmail.com,(207) 320-1242,,,Eggs,,,,,,,,"44.845096, -69.345823",,,,,,,,,,,
Somerset,Palmyra,Moodytown Gardens,"347 Warren Hill Rd, Palmyra, Maine",moodytowngardens@gmail.com,(207) 431-2860,"Pork, ground beef",,,,Onions,,,,,,"44.863814, -69.386240",,,,,,,,,,,
Somerset,Pittsfield,Bag End Suri Alpacas,"226 Snakeroot Rd, Pittsfield, Maine",bagendsuris@gmail.com,(207) 660-5276,,,,,,,,,,,"44.734024, -69.430037",,,,,,,,,,,
Somerset,Pittsfield,Balfour Farm,"461 Webb Rd, Pittsfield, Maine",Balfourfarm@gmail.com,(207) 213-3159,"Beef, pork",,,"Cow milk: raw milk aged cheeses, yogurts, soft cheeses, feta",,,,,,"Baked goods upon request: white or wheat sandwich bread, blueberry muffins, cookies etc","44.760005, -69.443273",,,,,,,,,,,
Somerset,Pittsfield,Outland Farm,"404 Phillip's Corner, Pittsfield, Maine",Heather@outlandfarm.com,(207) 509-3031,"Chicken, pork, beef",,Eggs,,,,,,,,"44.803183, -69.441181",,,,,,,,,,,
Somerset,Skowhegan,Smith Brothers Maple,"52 Rowe Rd, Skowhegan, Maine",smithbromaple@gmail.com,(207) 431-7967,Angus Beef U.S.D.A. certified premium hamburg and choice cuts,,,,,,,,100% Maple products we made ourselves on site!,,"44.722668, -69.708444",,,,,,,,,,,
Somerset,St. Albans,Sweat Dreams Lavender Farm,"408 Dexter Rd, St. Albans, Maine",mainelavender@gmail.com,(207) 938-3951,,,,,value added lavender products,,lavender,,,"lavender extract,lavender & himalayan salt seasoning, lavender jelly, lavender spritzer syrup, lavender tea","44.94128, -69.36833",,,,,,,,,,,
Somerset,St. Albans,The Highlands,"165 McNally Road, St. Albans, Maine",thehighlands55@gmail.com,(207) 938-2710,"100% grass fed highland beef, pasture raised pork and chicken",,Farm fresh eggs,,,Farm fresh Preserves,,,,"Yes, call to see what’s available","44.951996, -69.419102",,,,,,,,,,,
